0,2018-01-19 10:00:00
1,2018-01-19 10:00:00
2,2018-01-19 10:05:00
3,2018-01-19 10:05:00
4,2018-01-19 10:10:00
5,2018-01-19 10:10:00
6,2018-01-19 10:15:00
7,2018-01-19 10:15:00
8,2018-01-19 10:20:00
9,2018-01-19 10:20:00
10,2018-01-19 10:20:00
11,2018-01-19 10:25:00
12,2018-01-19 10:25:00
13,2018-01-19 10:30:00
14,2018-01-19 10:30:00
15,2018-01-19 10:35:00
16,2018-01-19 10:40:00
17,2018-01-19 10:40:00
18,2018-01-19 10:45:00
19,2018-01-19 11:00:00
20,2018-01-19 11:00:00
21,2018-01-19 11:00:00
22,2018-01-19 11:00:00
23,2018-01-19 11:20:00
24,2018-01-19 11:25:00
25,2018-01-19 11:55:00
26,2018-01-19 12:20:00
27,2018-01-19 12:20:00
28,2018-01-19 12:25:00
29,2018-01-19 12:25:00
30,2018-01-19 12:40:00
31,2018-01-19 12:55:00
32,2018-01-19 13:00:00
33,2018-01-19 13:05:00
34,2018-01-19 13:05:00
35,2018-01-19 13:10:00
36,2018-01-19 13:15:00
37,2018-01-19 13:20:00
38,2018-01-19 13:25:00
39,2018-01-19 13:40:00
40,2018-01-19 13:40:00
41,2018-01-19 13:50:00
42,2018-01-19 13:50:00
43,2018-01-19 13:55:00
44,2018-01-19 13:55:00
45,2018-01-19 14:10:00
46,2018-01-19 14:20:00
47,2018-01-19 14:25:00
48,2018-01-19 14:25:00
49,2018-01-19 14:30:00
50,2018-01-19 14:35:00
51,2018-01-19 14:40:00
52,2018-01-19 14:40:00
53,2018-01-19 14:40:00
54,2018-01-19 14:45:00
55,2018-01-19 14:50:00
56,2018-01-19 14:50:00
57,2018-01-19 14:50:00
58,2018-01-19 14:50:00
59,2018-01-19 14:55:00
60,2018-01-19 14:55:00
61,2018-01-19 14:55:00
62,2018-01-19 14:55:00
63,2018-01-19 15:00:00
64,2018-01-19 15:00:00
65,2018-01-19 15:10:00
66,2018-01-19 15:15:00
67,2018-01-19 15:20:00
68,2018-01-19 15:20:00
69,2018-01-19 15:25:00
70,2018-01-19 15:30:00
71,2018-01-19 15:35:00
72,2018-01-19 15:35:00
73,2018-01-19 15:35:00
74,2018-01-19 15:35:00
75,2018-01-19 15:40:00
76,2018-01-19 15:40:00
77,2018-01-19 15:45:00
78,2018-01-19 15:55:00
79,2018-01-19 15:55:00
80,2018-01-19 15:55:00
81,2018-01-19 16:05:00
82,2018-01-19 16:15:00
83,2018-01-19 16:15:00
84,2018-01-19 16:20:00
85,2018-01-19 16:20:00
86,2018-01-19 16:30:00
87,2018-01-19 16:30:00
88,2018-01-19 16:30:00
89,2018-01-19 16:35:00
90,2018-01-19 16:35:00
91,2018-01-19 16:50:00
92,2018-01-19 16:55:00
93,2018-01-19 16:55:00
94,2018-01-19 17:00:00
95,2018-01-19 17:05:00
96,2018-01-19 17:10:00
97,2018-01-19 17:20:00
98,2018-01-19 17:20:00
99,2018-01-19 17:30:00
100,2018-01-19 17:30:00
101,2018-01-19 17:35:00
102,2018-01-19 17:40:00
103,2018-01-19 17:50:00
104,2018-01-19 17:55:00
105,2018-01-19 17:55:00
106,2018-01-19 18:00:00
107,2018-01-19 18:05:00
108,2018-01-19 18:05:00
109,2018-01-19 18:10:00
110,2018-01-19 18:15:00
111,2018-01-19 18:20:00
112,2018-01-19 18:20:00
113,2018-01-19 18:25:00
114,2018-01-19 18:30:00
115,2018-01-19 18:30:00
116,2018-01-19 18:35:00
117,2018-01-19 18:40:00
118,2018-01-19 18:40:00
119,2018-01-19 18:45:00
120,2018-01-19 18:50:00
121,2018-01-19 18:50:00
122,2018-01-19 18:55:00
123,2018-01-19 18:55:00
124,2018-01-19 18:55:00
125,2018-01-19 19:10:00
126,2018-01-19 19:15:00
127,2018-01-19 19:15:00
128,2018-01-19 19:20:00
129,2018-01-19 19:30:00
130,2018-01-19 19:30:00
131,2018-01-19 19:30:00
132,2018-01-19 19:35:00
133,2018-01-19 19:40:00
134,2018-01-19 19:40:00
135,2018-01-19 19:50:00
136,2018-01-19 20:00:00
137,2018-01-19 20:00:00
138,2018-01-19 20:00:00
139,2018-01-19 20:00:00
140,2018-01-19 20:05:00
141,2018-01-19 20:10:00
142,2018-01-19 20:10:00
143,2018-01-19 20:10:00
144,2018-01-19 20:10:00
145,2018-01-19 20:15:00
146,2018-01-19 20:15:00
147,2018-01-19 20:20:00
148,2018-01-19 20:25:00
149,2018-01-19 20:25:00
150,2018-01-19 20:30:00
151,2018-01-19 20:30:00
152,2018-01-19 20:30:00
153,2018-01-19 20:40:00
154,2018-01-19 20:45:00
155,2018-01-19 21:00:00
156,2018-01-19 21:00:00
157,2018-01-19 21:00:00
158,2018-01-19 21:05:00
159,2018-01-19 21:05:00
160,2018-01-19 21:10:00
161,2018-01-19 21:15:00
162,2018-01-19 21:15:00
163,2018-01-19 21:20:00
164,2018-01-19 21:20:00
165,2018-01-19 21:30:00
166,2018-01-19 21:30:00
167,2018-01-19 21:40:00
